match,group,is_participating,start,end,content
9,10,yes,40175,40193,CHEMICAL REACTIONS
9,11,yes,40194,40278," KOH cherry red to fire engine red reaction; tissue dark green in FeCl3^, (Methven)
"
9,12,yes,40278,40281,CAP
9,13,yes,40282,41838," 5-15(18)cm high and 2.5-8cm wide at top, ""simple, erect, unbranched or occasionally forked"", ""club-shaped or more often with a broadly flattened or depressed top (a rudimentary cap)""; more or less pinkish brown to ocher or brownish orange, the top usually brighter (yellow to golden yellow or yellow-orange), at least when young; smooth or often wrinkled or veined (especially near top), the top sometimes quite inflated so as to resemble a chanterelle^, (Arora), up to 15cm high, up to 1.5cm wide basally, widening upward to 3.5cm, simple, clavate to broadly clavate, then turbinate [top-shaped] or cantharelloid [chanterelle-like], apex initially obtuse or broadly rounded, flattening laterally, then truncate with disc flat to depressed and finally excavate or perforate; spore-bearing surface on sides of fruitbody at first 'melon yellow', 'light orange', 'apricot yellow' or 'golden yellow', ""capucine orange"", ""orange-buff"" or ""capucine yellow"", then 'cinnamon brown', 'leather brown' or 'brown', ""buckthorn brown"", ""sayal brown"", ""Mikado brown"" or ""cinnamon-brown"", where cut or bruised staining slowly irregularly the same color as flesh stains, staining more conspicuously downward, apex initially 'buttercup yellow', 'butter yellow', 'melon yellow' or 'orange', ""light cadmium"", ""apricot yellow"", ""capucine yellow"", ""orange-buff"", ""Mikado orange"" or ""capucine orange"" then 'apricot yellow' or 'caramel brown', ""cadmium yellow"", ""Mars yellow"", or ""raw sienna""; surface including apex smooth, becoming longitudinally rugose to rugulose, (Methven)
"
9,14,yes,41838,41843,FLESH
9,15,yes,41844,42183," ""rather tough or pithy""; white to ocher^, (Arora), at first solid, becoming soft and spongy upward as apex enlarges; white to pallid, on exposure staining slowly irregularly 'light brown', 'fawn brown', 'greyish brown' or 'reddish brown', ""cinnamon"", ""Mikado brown"", ""pecan brown"", ""Rood's brown"", ""fawn color"" or ""army brown"", (Methven)
"
9,16,yes,42183,42192,UNDERSIDE
9,17,yes,42193,42274, all of the fruitbody apart from the flat top could be regarded as its underside

9,18,yes,42274,42278,STEM
9,19,no,-1,-1,
9,20,no,-1,-1,
9,21,yes,42279,42712," ""base often pallid, with white hairs""^, (Arora), white to pale orange; smooth, (Castellano), base round in cross-section, white to pallid where covered, otherwise cream color, 'pale yellow', 'light orange', or 'pale orange', ""light buff"", ""pale ochraceous-buff"", ""pale ochraceous-salmon"" or ""cream buff"", smooth; mycelial hyphae loosely interwoven or aggregated into white to pallid rhizomorphic strands up to 0.1cm wide, (Methven)
"
9,22,yes,42712,42716,ODOR
9,23,yes,42717,42764," not distinctive^ (Methven), pleasant (Miller)
"
9,24,yes,42764,42769,TASTE
9,25,yes,42770,42874," sweet^ (Methven), mild to sweetish, or bittersweet, (Arora), not distinct (Castellano), sweet (Miller)
"
9,26,yes,42874,42883,EDIBILITY
9,27,yes,42883,43027,"  delicious when sweet (Arora), edible, but slightly laxative in quantity, the sugary flavor is due to a large amount of mannitol, (Lincoff(1))
"
9,28,yes,43027,43034,HABITAT
9,29,yes,43035,43214," scattered to gregarious on soil and duff, under mixed conifers, July through November^, (Castellano), ""Scattered to gregarious; terrestrial; duff; coniferous forests"", (Methven)
"
9,30,yes,43214,43227,SPORE DEPOSIT
9,31,yes,43227,43320,"  white in deposit, gradually yellowing during storage^, (Methven), pale orange-red (Miller)
"
9,32,yes,43320,43331,MICROSCOPIC
9,33,yes,43332,45137," spores 9.5-13.5 x 5.5-7 microns, broadly elliptic, broadly ovate or amygdaliform [almond-shaped], smooth, inamyloid, pale yellow in KOH, thin-walled, contents multiguttulate and refringent to aguttulate and amorphous^; basidia (2-)4-spored, 80-110 x 8-12 microns, clavate, clamped, sterigmata 6.5-9.5 microns long; leptocystidia scattered and scarcely projecting, 40-70 x 2.5-5 microns, ""cylindric to narrowly clavate, at times apically or subapically branched"", walls thin and smooth, contents amorphous, pale yellow in KOH, clamp connections uninflated; hymenium limited to the sides of the fruitbody (apical pellis a palisade of basidia, leptocystidia, and sterile elements which are ""30-65 x 4-9.5 microns, subcylindric, clavate or ventricose, at times apically or subapically branched"", walls thin and smooth, contents amorphous, pale yellow in KOH, clamp connections uninflated, basidia and leptocystidia as described above); subhymenium rudimentary; hyphae of trama 3-12 microns wide, ""more or less parallel to longitudinally interwoven basally, more loosely interwoven upward, radially interwoven beneath the subhymenium, uninflated, inflated (-16 microns)or broadly undulate, branched"", walls thin or irregularly thickened to 1 micron wide, smooth, contents amorphous, pale yellow in KOH, clamp connections uninflated or inflated (-16 microns), sometimes medallion or ampulliform; gloeoplerous hyphae 2.5-5 microns wide, ""arising from generative hyphae at clamp connections, scattered throughout the trama, more abundant downward, uninflated, inflated (-8 microns) or strangulated, branched"", walls thin and smooth, contents subopalescent, pale yellow in KOH, refractive under phase contrast, clamp connections uninflated or inflated (-12 microns), sometimes medallion or ampulliform, (Methven)
"
9,34,yes,45137,45148,NAME ORIGIN
9,35,yes,45149,45203," from Latin meaning ""cut or broken off"", (Lincoff(1))
"
9,36,yes,45203,45210,SIMILAR
9,37,yes,45211,46018," None of the Clavariadelphus species listed here for the Pacific Northwest has the cherry red to fire-engine red reaction to KOH. Clavariadelphus caespitosus has a grayish red to dull red fruitbody with the apex subacute to narrowly obtuse and fertile, may taste slightly bitter, and often grows in cespitose clusters. Clavariadelphus occidentalis has a cream pale orange to brown fruitbody with the fertile apex subacute, obtuse or broadly rounded. Clavariadelphus subfastigiatus has a fruitbody that is pinkish cinnamon to pinkish ocher or dull orange or dull red, with the fertile apex obtuse or broadly rounded, bitter taste, and a green reaction of the surface to KOH. Clavariadelphus pallidoincarnatus has pale colors, habitat in coastal forests especially Sitka spruce, and a yellow reaction to KOH.
"
9,38,yes,46018,46025,SOURCES
9,39,yes,46025,46286,"  Methven(4) (colors from Kornerup(1) 1978 edition in single quotation marks, colors from Ridgway(1) in double quotation marks), Corner(2), Castellano(2)*, Arora(1)*, Phillips(1)*, Miller(14)*, Trudell(4)*, Lincoff(2)*, Lincoff(1)*, McKnight(1)*, Desjardin(6)*
"
10,0,yes,46286,51218,"10
FAMILY  Uncertain, Order Uncertain, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Cotylidia diaphana  (Schwein.) Lentz^  U.S. Dept. Agric. Monograph 24: 12. 1955;  == Thelephora diaphana  Schwein. in Berk. & M.A. Curtis;  Stereum diaphanum  (Schwein.) Cooke in Sacc.;  Thelephora sullivantii  Mont.;  Thelephora willeyi  Clinton in Peck
ENGLISH NAME(S)  stalked Stereum
NOTES  Also included in Corals category. Cotylidia diaphana has 1) a whitish to pale brown, translucent fruitbody which is vase-shaped or funnel-shaped or split into petal-like lobes, with radiating silky fibrils on the upper surface, 2) the undersurface smooth but under a hand-lens bristly, 3) slender smooth stem, 4) growth on the ground, 5) whitish spore deposit, and 6) cystidia on the lower (spore-bearing) surface.^ Molecular work places Cotylidia in the Rickenella clade that falls either in Hymenochaetales or Agaricales. RANGE The distribution includes WA, PQ, AL, CA, IA, IL, IN, MI, MN, MO, NY, OH, PA, UT, and WV, (Ginns), and MS (Lincoff). It is also reported from Argentina, Brazil, Jamaica, and China, (Reid). There is one collection from BC with this label at the Pacific Forestry Centre determined by J. Hanson.
CHEMICAL REACTIONS  
CAP  0.5-3cm wide, ""vase-shaped or funnel-shaped or often split into petal-like lobes""; ""whitish to buff or pale hazel-brown, sometimes with obscure concentric zones""; upper (inner) surface dry, with fine radiating silky fibrils^, (Arora), 0.5-3cm wide, 1.5-4.5cm high, ""deeply vase-shaped or split into spatula-like sections, with even or torn margin"", translucent; white to pinkish buff or somewhat darker; ""resinous, somewhat radially lined and zoned"", (Lincoff), 0.8-3cm wide, 1.5-4cm high, normally discrete, frequently infundibuliform [funnel-shaped] but sometimes pseudoinfundibuliform or even spathulate, occasionally becoming deeply split into a number of lobes, and each of these may develop into individual caps that often fuse to form complicated fruitings (the same effect may result from the fusion of adjacent fruitbodies); cap white or pallid when fresh, becoming creamy-buff, pale ochraceous or straw colored with a slight sheen in the herbarium (dried material may develop darker zones or banding and this color may sometimes predominate); upper surface of distinct, radiating, rope-like fibrils, sometimes rather coarse, ""especially at the base of the fruitbody where they may form spiculose processes"", (Reid)
FLESH  thin, tough^, (Arora), leathery (Lincoff), fruitbody thin coriaceous [leathery] (Reid)
UNDERSIDE  spore-bearing lower (outer) surface smooth or somewhat uneven, whitish to buff, pinkish buff, or tinged cap color^, (Arora), lower (outer) surface white to pinkish buff; ""appearing smooth, but minutely ridged and bristly under hand lens because of protruding cystidia"", (Lincoff), hymenial surface white or light cream when fresh (reddish brown or ochraceous with salmon pink tints when dried), smooth or radiately wrinkled, often somewhat decurrent down the stem, (Reid)
STEM  0.5-3.5cm x 0.1-0.2cm, more or less central, solid; colored as the rest of the fruitbody; smooth; ""base usually with white mycelial down""^, (Arora), 0.5-3.5cm wide, slender with matted white down, small ball of mycelium at base, (Lincoff), 0.5-2.5cm x 0.15-0.4cm, white, ""minutely floccose or tomentose especially at the base"", (Reid)
ODOR  
TASTE  
EDIBILITY  
HABITAT  single or in groups among humus and debris in woods; fall and winter, (Arora for California), on ground; amongst humus and twigs; moist woods of conifers or hardwoods; lawns under trees, (Ginns)^, on the ground in damp coniferous or hardwood woods, or on lawns under trees, (Reid)
SPORE DEPOSIT  whitish^ (Arora)
MICROSCOPIC  spores 4-6(8) x 2.5-4 microns, elliptic, smooth^; long narrow projecting cystidia present, (Arora), spores 4-6 x 2.5-4 microns, elliptic to oval, smooth, colorless; cystidia 69-100 x 9.5-13 microns, colorless, hair-like, thicker than basidia and projecting beyond them, (Lincoff), spores 4-6(7) x (2)2.75-3.5 microns, elliptic, thin-walled, colorless, with a distinct, oblique apiculus; basidia 4-spored, up to 28.6 microns long and 5-6 microns wide, clavate or subcylindric; cystidia up to 130 microns long and 8-15 microns wide, long cylindric or slightly clavate, thin-walled, originating in the trama just above the hymenium, may project up to 80 microns beyond the basidia, may become 1-septate; hymenium thickening, reaching 78 microns thick at a point 0.5cm from the margin of the fruitbody; hyphal structure monomitic, consisting of generative hyphae 2-6(7) microns wide, colorless, branched, walls thin or distinctly thickened, clamp connections absent, (Reid(6))
NAME ORIGIN  means 'transparent, diaphanous'
SIMILAR  Thelephora terrestris is darker, with darker spores, (Arora).
SOURCES  Reid(6), Arora(1)*, Burt(2) (as Thelephora diaphana), Lincoff(2)*, Ginns(5), Siegel(2)*
"
10,1,yes,46286,46289,10

10,2,yes,46289,46295,FAMILY
10,3,yes,46296,46368," Uncertain, Order Uncertain, Class Agaricomycetes, Phylum Basidiomycota
"
10,4,yes,46368,46381,LATIN NAME(S)
10,5,yes,46382,46638, Cotylidia diaphana  (Schwein.) Lentz^  U.S. Dept. Agric. Monograph 24: 12. 1955;  == Thelephora diaphana  Schwein. in Berk. & M.A. Curtis;  Stereum diaphanum  (Schwein.) Cooke in Sacc.;  Thelephora sullivantii  Mont.;  Thelephora willeyi  Clinton in Peck

10,6,yes,46638,46653,ENGLISH NAME(S)
10,7,yes,46654,46671, stalked Stereum

10,8,yes,46671,46676,NOTES
10,9,yes,46677,47501," Also included in Corals category. Cotylidia diaphana has 1) a whitish to pale brown, translucent fruitbody which is vase-shaped or funnel-shaped or split into petal-like lobes, with radiating silky fibrils on the upper surface, 2) the undersurface smooth but under a hand-lens bristly, 3) slender smooth stem, 4) growth on the ground, 5) whitish spore deposit, and 6) cystidia on the lower (spore-bearing) surface.^ Molecular work places Cotylidia in the Rickenella clade that falls either in Hymenochaetales or Agaricales. RANGE The distribution includes WA, PQ, AL, CA, IA, IL, IN, MI, MN, MO, NY, OH, PA, UT, and WV, (Ginns), and MS (Lincoff). It is also reported from Argentina, Brazil, Jamaica, and China, (Reid). There is one collection from BC with this label at the Pacific Forestry Centre determined by J. Hanson.
"
10,10,yes,47501,47519,CHEMICAL REACTIONS
10,11,yes,47520,47522, 

10,12,yes,47522,47525,CAP
10,13,yes,47526,48752," 0.5-3cm wide, ""vase-shaped or funnel-shaped or often split into petal-like lobes""; ""whitish to buff or pale hazel-brown, sometimes with obscure concentric zones""; upper (inner) surface dry, with fine radiating silky fibrils^, (Arora), 0.5-3cm wide, 1.5-4.5cm high, ""deeply vase-shaped or split into spatula-like sections, with even or torn margin"", translucent; white to pinkish buff or somewhat darker; ""resinous, somewhat radially lined and zoned"", (Lincoff), 0.8-3cm wide, 1.5-4cm high, normally discrete, frequently infundibuliform [funnel-shaped] but sometimes pseudoinfundibuliform or even spathulate, occasionally becoming deeply split into a number of lobes, and each of these may develop into individual caps that often fuse to form complicated fruitings (the same effect may result from the fusion of adjacent fruitbodies); cap white or pallid when fresh, becoming creamy-buff, pale ochraceous or straw colored with a slight sheen in the herbarium (dried material may develop darker zones or banding and this color may sometimes predominate); upper surface of distinct, radiating, rope-like fibrils, sometimes rather coarse, ""especially at the base of the fruitbody where they may form spiculose processes"", (Reid)
"
10,14,yes,48752,48757,FLESH
10,15,yes,48758,48846," thin, tough^, (Arora), leathery (Lincoff), fruitbody thin coriaceous [leathery] (Reid)
"
10,16,yes,48846,48855,UNDERSIDE
10,17,yes,48856,49329," spore-bearing lower (outer) surface smooth or somewhat uneven, whitish to buff, pinkish buff, or tinged cap color^, (Arora), lower (outer) surface white to pinkish buff; ""appearing smooth, but minutely ridged and bristly under hand lens because of protruding cystidia"", (Lincoff), hymenial surface white or light cream when fresh (reddish brown or ochraceous with salmon pink tints when dried), smooth or radiately wrinkled, often somewhat decurrent down the stem, (Reid)
"
10,18,yes,49329,49333,STEM
10,19,no,-1,-1,
10,20,no,-1,-1,
10,21,yes,49334,49670," 0.5-3.5cm x 0.1-0.2cm, more or less central, solid; colored as the rest of the fruitbody; smooth; ""base usually with white mycelial down""^, (Arora), 0.5-3.5cm wide, slender with matted white down, small ball of mycelium at base, (Lincoff), 0.5-2.5cm x 0.15-0.4cm, white, ""minutely floccose or tomentose especially at the base"", (Reid)
"
10,22,yes,49670,49674,ODOR
10,23,yes,49675,49677, 

10,24,yes,49677,49682,TASTE
10,25,yes,49683,49685, 

10,26,yes,49685,49694,EDIBILITY
10,27,yes,49694,49697,  

10,28,yes,49697,49704,HABITAT
10,29,yes,49705,49987," single or in groups among humus and debris in woods; fall and winter, (Arora for California), on ground; amongst humus and twigs; moist woods of conifers or hardwoods; lawns under trees, (Ginns)^, on the ground in damp coniferous or hardwood woods, or on lawns under trees, (Reid)
"
10,30,yes,49987,50000,SPORE DEPOSIT
10,31,yes,50000,50019,  whitish^ (Arora)

10,32,yes,50019,50030,MICROSCOPIC
10,33,yes,50031,51005," spores 4-6(8) x 2.5-4 microns, elliptic, smooth^; long narrow projecting cystidia present, (Arora), spores 4-6 x 2.5-4 microns, elliptic to oval, smooth, colorless; cystidia 69-100 x 9.5-13 microns, colorless, hair-like, thicker than basidia and projecting beyond them, (Lincoff), spores 4-6(7) x (2)2.75-3.5 microns, elliptic, thin-walled, colorless, with a distinct, oblique apiculus; basidia 4-spored, up to 28.6 microns long and 5-6 microns wide, clavate or subcylindric; cystidia up to 130 microns long and 8-15 microns wide, long cylindric or slightly clavate, thin-walled, originating in the trama just above the hymenium, may project up to 80 microns beyond the basidia, may become 1-septate; hymenium thickening, reaching 78 microns thick at a point 0.5cm from the margin of the fruitbody; hyphal structure monomitic, consisting of generative hyphae 2-6(7) microns wide, colorless, branched, walls thin or distinctly thickened, clamp connections absent, (Reid(6))
"
10,34,yes,51005,51016,NAME ORIGIN
10,35,yes,51017,51050," means 'transparent, diaphanous'
"
10,36,yes,51050,51057,SIMILAR
10,37,yes,51058,51121," Thelephora terrestris is darker, with darker spores, (Arora).
"
10,38,yes,51121,51128,SOURCES
10,39,yes,51128,51218,"  Reid(6), Arora(1)*, Burt(2) (as Thelephora diaphana), Lincoff(2)*, Ginns(5), Siegel(2)*
"
11,0,yes,51218,56528,"11
FAMILY  Uncertain, Order Uncertain, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Cotylidia pannosa  (Sowerby: Fr.) D.A. Reid^  Beih. Nova Hedwigia 18: 81. 1965;  == Helvella pannosa  Sowerby;  Craterella pallida  Pers.;  Thelephora pallida  (Pers.) Pers.;  Stereum pallidum  (Pers.) Cooke
ENGLISH NAME(S)  woolly rosette
NOTES  Also included in Corals category. Cotylidia pannosa produces funnel-shaped lobed tough-corky fruitbodies that fuse to form rosette-like clusters. They are cream-colored on the outside spore-bearing surface (the underside) and longitudinally furrowed. On the inner surface they are more orange-brownish, finely hairy, and longitudinally furrowed. Microscopic characters include smooth spores and leptocystidia.^ Molecular work places Cotylidia in the Rickenella clade that falls either in Hymenochaetales or Agaricales. RANGE C. pannosa has been found in WA, CT, IA, NC, VT, and WV, (Ginns). Collections were examined from France, Germany, Hungary, United Kingdom, also and it was also reported from the US (""known only with certainty from Europe, but reported from North America""), Austria, Denmark, Netherlands, Sweden, Switzerland, India, and Laos, (Reid).
CHEMICAL REACTIONS  
CAP  3-5cm, irregularly funnel-shaped, then confluent, becoming more or less rosette-like; white becoming more yellowish; upper side radially fibrillose^, (Eriksson), turbinate [top-shaped], to funnel-shaped and lobed, and fused to form rosette-like clusters 3-10cm in diameter, 3-5cm tall, the individual funnels or lobes tapering toward stem-like base, general consistency tough-corky drying hard and brittle; inner surface orange-brownish to darker brown, villose, longitudinally furrowed, sometimes weakly zoned, (Breitenbach), 1-5cm high, ""commonly gregarious with adjacent fruitbodies becoming confluent"" and forming compound rosette-like fruitings of variable dimensions, occasionally discrete and then flabellate [fan-shaped] or pseudoinfundibuliform [appearing as if funnel-shaped]; cap pure white when fresh but rapidly dingy yellowish on weathering (in herbarium specimens pallid, buffy, creamy brown, or dark brown); upper surface ""of conspicuous radiating rope-like strands of hyphae"" giving a distinctly fibrillose appearance, (Reid)
FLESH  
UNDERSIDE  lower spore-bearing side with fine setae (under a hand lens), irregularly veined^, (Eriksson), outer surface white to cream-colored, brownish yellow and dull when old, longitudinally furrowed-veined, smooth, (Breitenbach), hymenial surface ""smooth, undulating or slightly folded"", more or less colored as the upper surface when fresh, becoming cream or ochraceous dried, (Reid)
STEM  ""short or inconspicuous, covered at the base by a whitish tomentum of hyphae""^, (Eriksson), usually rudimentary, when present short and stout with a whitish or buff-colored tomentum ""covering the base and extending out over the surrounding soil and vegetable debris"", (Reid)
ODOR  
TASTE  sourish (Breitenbach), indistinct (Buczacki)
EDIBILITY  
HABITAT  single to gregarious or in rows, on soil among leaf and needle litter in mixed forests or hardwood forests^, (Breitenbach), growing on ground in woods, (Ginns), on soil in hardwood forest (Eriksson), on bare soil in woods, especially under Fagus (beech), (Reid), fall (Buczacki)
SPORE DEPOSIT  white (Buczacki)
MICROSCOPIC  spores 7-9 x 3.5-4 microns, elliptic with prominent oblique apiculus, smooth, inamyloid, thin-walled, with irregular oily inclusions in herbarium material^; basidia 2-4-spored, about 50 x 5-7 microns, subcylindric, without basal clamp connection; pseudocystidia frequent, strongly projecting, 100-150 x 10-12 microns, cylindric, thin-walled, apically rounded; hyphal system monomitic: hyphae 3-4 microns wide, thin-walled or slightly thick-walled, without clamp connections, arranged in parallel fashion in the trama and irregularly interwoven in the subhymenium, (Eriksson), spores 7-9 x 4-5.5 microns, broadly elliptic with distinct apiculus, smooth, inamyloid, colorless; basidia 4-spored, 50-60 x 5-7 microns, narrowly clavate, without basal clamp connection; leptocystidia up to 170 x 12 microns, narrowly clavate, smooth, rather thick-walled; hyphal system monomitic, hyphae 2-3 microns wide, thin-walled, septa without clamp connections, (Breitenbach), spores (5)6-8.5(9) x (3)3.75-4 microns, elliptic with distinct lateral apiculus, colorless, thin-walled, immature spores very broadly elliptic; basidia usually 4-spored (but apparently sometimes 2-spored), up to 50 x 6-8 microns, subcylindric to clavate, collapsing readily in dried material; cystidia 8-13 microns wide, projecting beyond the basidia up to 75 microns, arising in the trama just above the hymenium, long cylindric or slightly clavate, walls thin to very slightly thickened, septa absent; hymenium thickening, reaching 170 microns or more in some specimens; hyphal structure monomitic, hyphae 3-5(6) microns wide, colorless, branched, without clamp connections at the septa, often appearing twisted and ribbon-like in squash preparations, walls thin to slightly thickened, (Reid), spores 7-9 x 4-5.5 microns (Buczacki)
NAME ORIGIN  means 'ragged, tattered'
SIMILAR  Thelephora species have brown spiny spores.
SOURCES  Eriksson(3), Reid(6), Breitenbach(2)*, Ginns(5), Buczacki(1)*
"
11,1,yes,51218,51221,11

11,2,yes,51221,51227,FAMILY
11,3,yes,51228,51300," Uncertain, Order Uncertain, Class Agaricomycetes, Phylum Basidiomycota
"
11,4,yes,51300,51313,LATIN NAME(S)
11,5,yes,51314,51523, Cotylidia pannosa  (Sowerby: Fr.) D.A. Reid^  Beih. Nova Hedwigia 18: 81. 1965;  == Helvella pannosa  Sowerby;  Craterella pallida  Pers.;  Thelephora pallida  (Pers.) Pers.;  Stereum pallidum  (Pers.) Cooke

11,6,yes,51523,51538,ENGLISH NAME(S)
11,7,yes,51539,51555, woolly rosette

11,8,yes,51555,51560,NOTES
11,9,yes,51561,52421," Also included in Corals category. Cotylidia pannosa produces funnel-shaped lobed tough-corky fruitbodies that fuse to form rosette-like clusters. They are cream-colored on the outside spore-bearing surface (the underside) and longitudinally furrowed. On the inner surface they are more orange-brownish, finely hairy, and longitudinally furrowed. Microscopic characters include smooth spores and leptocystidia.^ Molecular work places Cotylidia in the Rickenella clade that falls either in Hymenochaetales or Agaricales. RANGE C. pannosa has been found in WA, CT, IA, NC, VT, and WV, (Ginns). Collections were examined from France, Germany, Hungary, United Kingdom, also and it was also reported from the US (""known only with certainty from Europe, but reported from North America""), Austria, Denmark, Netherlands, Sweden, Switzerland, India, and Laos, (Reid).
"
11,10,yes,52421,52439,CHEMICAL REACTIONS
11,11,yes,52440,52442, 

11,12,yes,52442,52445,CAP
11,13,yes,52446,53490," 3-5cm, irregularly funnel-shaped, then confluent, becoming more or less rosette-like; white becoming more yellowish; upper side radially fibrillose^, (Eriksson), turbinate [top-shaped], to funnel-shaped and lobed, and fused to form rosette-like clusters 3-10cm in diameter, 3-5cm tall, the individual funnels or lobes tapering toward stem-like base, general consistency tough-corky drying hard and brittle; inner surface orange-brownish to darker brown, villose, longitudinally furrowed, sometimes weakly zoned, (Breitenbach), 1-5cm high, ""commonly gregarious with adjacent fruitbodies becoming confluent"" and forming compound rosette-like fruitings of variable dimensions, occasionally discrete and then flabellate [fan-shaped] or pseudoinfundibuliform [appearing as if funnel-shaped]; cap pure white when fresh but rapidly dingy yellowish on weathering (in herbarium specimens pallid, buffy, creamy brown, or dark brown); upper surface ""of conspicuous radiating rope-like strands of hyphae"" giving a distinctly fibrillose appearance, (Reid)
"
11,14,yes,53490,53495,FLESH
11,15,yes,53496,53498, 

11,16,yes,53498,53507,UNDERSIDE
11,17,yes,53508,53887," lower spore-bearing side with fine setae (under a hand lens), irregularly veined^, (Eriksson), outer surface white to cream-colored, brownish yellow and dull when old, longitudinally furrowed-veined, smooth, (Breitenbach), hymenial surface ""smooth, undulating or slightly folded"", more or less colored as the upper surface when fresh, becoming cream or ochraceous dried, (Reid)
"
11,18,yes,53887,53891,STEM
11,19,no,-1,-1,
11,20,no,-1,-1,
11,21,yes,53892,54168," ""short or inconspicuous, covered at the base by a whitish tomentum of hyphae""^, (Eriksson), usually rudimentary, when present short and stout with a whitish or buff-colored tomentum ""covering the base and extending out over the surrounding soil and vegetable debris"", (Reid)
"
11,22,yes,54168,54172,ODOR
11,23,yes,54173,54175, 

11,24,yes,54175,54180,TASTE
11,25,yes,54181,54227," sourish (Breitenbach), indistinct (Buczacki)
"
11,26,yes,54227,54236,EDIBILITY
11,27,yes,54236,54239,  

11,28,yes,54239,54246,HABITAT
11,29,yes,54247,54527," single to gregarious or in rows, on soil among leaf and needle litter in mixed forests or hardwood forests^, (Breitenbach), growing on ground in woods, (Ginns), on soil in hardwood forest (Eriksson), on bare soil in woods, especially under Fagus (beech), (Reid), fall (Buczacki)
"
11,30,yes,54527,54540,SPORE DEPOSIT
11,31,yes,54540,54559,  white (Buczacki)

11,32,yes,54559,54570,MICROSCOPIC
11,33,yes,54571,56366," spores 7-9 x 3.5-4 microns, elliptic with prominent oblique apiculus, smooth, inamyloid, thin-walled, with irregular oily inclusions in herbarium material^; basidia 2-4-spored, about 50 x 5-7 microns, subcylindric, without basal clamp connection; pseudocystidia frequent, strongly projecting, 100-150 x 10-12 microns, cylindric, thin-walled, apically rounded; hyphal system monomitic: hyphae 3-4 microns wide, thin-walled or slightly thick-walled, without clamp connections, arranged in parallel fashion in the trama and irregularly interwoven in the subhymenium, (Eriksson), spores 7-9 x 4-5.5 microns, broadly elliptic with distinct apiculus, smooth, inamyloid, colorless; basidia 4-spored, 50-60 x 5-7 microns, narrowly clavate, without basal clamp connection; leptocystidia up to 170 x 12 microns, narrowly clavate, smooth, rather thick-walled; hyphal system monomitic, hyphae 2-3 microns wide, thin-walled, septa without clamp connections, (Breitenbach), spores (5)6-8.5(9) x (3)3.75-4 microns, elliptic with distinct lateral apiculus, colorless, thin-walled, immature spores very broadly elliptic; basidia usually 4-spored (but apparently sometimes 2-spored), up to 50 x 6-8 microns, subcylindric to clavate, collapsing readily in dried material; cystidia 8-13 microns wide, projecting beyond the basidia up to 75 microns, arising in the trama just above the hymenium, long cylindric or slightly clavate, walls thin to very slightly thickened, septa absent; hymenium thickening, reaching 170 microns or more in some specimens; hyphal structure monomitic, hyphae 3-5(6) microns wide, colorless, branched, without clamp connections at the septa, often appearing twisted and ribbon-like in squash preparations, walls thin to slightly thickened, (Reid), spores 7-9 x 4-5.5 microns (Buczacki)
"
11,34,yes,56366,56377,NAME ORIGIN
11,35,yes,56378,56404," means 'ragged, tattered'
"
11,36,yes,56404,56411,SIMILAR
11,37,yes,56412,56457, Thelephora species have brown spiny spores.

11,38,yes,56457,56464,SOURCES
11,39,yes,56464,56528,"  Eriksson(3), Reid(6), Breitenbach(2)*, Ginns(5), Buczacki(1)*
"
